"filename", "language", "Markdown", "JSON with Comments", "JSON", "MS SQL", "YAML", "HTML", "TypeScript", "Python", "Batch", "PowerShell", "Properties", "C++", "Makefile", "JavaScript", "XML", "TypeScript JSX", "Groovy", "Shell Script", "Ini", "PostCSS", "JavaScript JSX", "pip requirements", "Svelte", "toml", "JSON Lines", "WebAssembly Text Format", "Rust", "reStructuredText", "TeX", "C", "TSV", "Ruby", "SCSS", "Java", "CSV", "Docker", "R", "Go", "comment", "blank", "total"
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa-polished\src\stores\userProfileStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa-polished\supabase-setup.sql", "MS SQL", 0, 0, 0, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 17, 244
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa-polished\svelte.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa-polished\test-lexical.html", "HTML", 0, 0, 0, 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 260
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa-polished\tsconfig.json", "JSON with Comments", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 25
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa-polished\vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 26, 245
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\index.html", "HTML", 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 135
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\package.json", "JSON", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\public\sql-wasm.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14676, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 14847
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\MapViewerPane.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 72, 444
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\CommentaryStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 93
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\CrossReferenceStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 28, 166
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\LexiconStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 30, 222
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\MapStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31, 182
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\PackManager.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19, 111
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\PlaceStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 36, 235
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\ReadingHistoryStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 71, 445
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\SearchIndex.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 28, 151
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\TextStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37, 227
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\UserDataStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 55, 307
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\db-manager.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 36, 272
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\db.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 64, 521
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 66
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\pack-import.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 116, 749
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\adapters\settings.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 16, 121
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\components\DevTools.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 33, 285
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\components\PlaceViewer.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 26, 480
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\src\main.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 4211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 378, 686, 5275
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\tsconfig.json", "JSON with Comments", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Marlowe\Desktop\ProjectBible\apps\pwa\vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 67
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\.question_target.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\CORRECTED_URLS.md", "Markdown", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 114
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\GENERATOR_README.md", "Markdown", 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 228
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\LOGO_IMPLEMENTATION_CHECKLIST.md", "Markdown", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 102
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\MIGRATION_SUMMARY.md", "Markdown", 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 159
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\README.md", "Markdown", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 125
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\SHUFFLED_ROTATION_INFO.md", "Markdown", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 117
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\apostles\easy.json", "JSON", 0, 0, 992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 993
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\apostles\hard.json", "JSON", 0, 0, 1080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1081
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\apostles\medium.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\battles-conquests\easy.json", "JSON", 0, 0, 1080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1081
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\battles-conquests\hard.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\battles-conquests\medium.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\creation-origins\easy.json", "JSON", 0, 0, 1080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1081
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\creation-origins\hard.json", "JSON", 0, 0, 1080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1081
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\creation-origins\medium.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\festivals-customs\easy.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\festivals-customs\hard.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\festivals-customs\medium.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\journeys-exile\easy.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\journeys-exile\hard.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\journeys-exile\medium.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\kings-rulers\easy.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\kings-rulers\hard.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\kings-rulers\medium.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\miracles\easy.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\miracles\hard.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\miracles\medium.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\parables-teachings\easy.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\parables-teachings\hard.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\parables-teachings\medium.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\prophecy-end-times\easy.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\prophecy-end-times\hard.json", "JSON", 0, 0, 398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 399
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\prophecy-end-times\medium.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\prophets\easy.json", "JSON", 0, 0, 1080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1081
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\prophets\hard.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\prophets\medium.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\wisdom-psalms\easy.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\wisdom-psalms\hard.json", "JSON", 0, 0, 1080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1081
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\wisdom-psalms\medium.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\women-of-faith\easy.json", "JSON", 0, 0, 1080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1081
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\women-of-faith\hard.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\_backup_questions_before_dedupe\app\public\questions\women-of-faith\medium.json", "JSON", 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1103
"c:\Users\Marlowe\Desktop\ProjectBible\apps\trivcanon\add_apostles_questions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 808, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 826
